Départ,Arrivée,Distance (m)
Paris Gare de Lyon Hall 1 - 2,Pont-sur-Yonne,103232.617
Paris Gare de Lyon Hall 1 - 2,Villeneuve-sur-Yonne,128929.398
Paris Gare de Lyon Hall 1 - 2,Saint-Julien-du-Sault,136622.844
Paris Gare de Lyon Hall 1 - 2,Étigny - Véron,122067.047
Laroche - Migennes,Champagne-sur-Seine,89543.656
Montereau,Villeneuve-la-Guyard,10555.752
Montereau,Champigny,15376.571
Montereau,Pont-sur-Yonne,22664.934
Montereau,Sens,33994.586
Montereau,Étigny - Véron,41499.402
Montereau,Villeneuve-sur-Yonne,48361.77
Montereau,Saint-Julien-du-Sault,56055.164
Montereau,Joigny,66880.211
Montereau,Laroche - Migennes,76296.07
Paris Gare de Lyon Hall 1 - 2,Champagne-sur-Seine,67308.992
Laroche - Migennes,Paris Bercy Bourg. Pays d'Auv.,154944.891
Veynes Dévoluy,Château-Arnoux Mairie,63307.219
Veynes Dévoluy,Malijai,69614.758
Veynes Dévoluy,Mallemoisson,78165.594
Veynes Dévoluy,Digne-les-Bains,88589.703
Digne-les-Bains,Château-Arnoux Mairie,24885.617
Digne-les-Bains,Sisteron,37950.871
Digne-les-Bains,Laragne,56693.676
Digne-les-Bains,Veynes Dévoluy,88695.469
Auxerre Saint-Gervais,Joigny,28816.076
Auxerre Saint-Gervais,Sens,61703.297
Auxerre Saint-Gervais,Paris Gare de Lyon Hall 1 - 2,175056.797
Auxerre Saint-Gervais,Paris Bercy Bourg. Pays d'Auv.,174354.031
Paris Bercy Bourg. Pays d'Auv.,Villeneuve-la-Guyard,90894.375
Paris Bercy Bourg. Pays d'Auv.,Champigny,95715.195
Paris Bercy Bourg. Pays d'Auv.,Pont-sur-Yonne,103003.523
Paris Bercy Bourg. Pays d'Auv.,Villeneuve-sur-Yonne,128700.305
Paris Bercy Bourg. Pays d'Auv.,Saint-Julien-du-Sault,136393.75
Paris Bercy Bourg. Pays d'Auv.,Étigny - Véron,121837.953
Paris Gare de Lyon Hall 1 - 2,Auxerre Saint-Gervais,176268.313
Paris Bercy Bourg. Pays d'Auv.,Auxerre Saint-Gervais,176039.219
Sisteron,Gap,51312.988
Aix-en-Provence TGV,Saint-Maximin-la-Sainte-Baume,54686.488
Aix-en-Provence TGV,Brignoles,75546.797
Aix-en-Provence TGV,Le Luc,99468.586
Aix-en-Provence TGV,Le Luc - Le Cannet,102257.547
Aix-en-Provence TGV,Vidauban,111843.852
Aix-en-Provence TGV,Les Arcs - Draguignan,117114.375
Aix-en-Provence TGV,Le Muy Gastinel,125061.422
Le Muy Gastinel,Les Arcs - Draguignan,7582.424
Le Muy Gastinel,Vidauban,12611.677
Le Muy Gastinel,Le Luc - Le Cannet,22201.412
Le Muy Gastinel,Le Luc,24925.287
Le Muy Gastinel,Brignoles,49020.348
Le Muy Gastinel,Saint-Maximin-la-Sainte-Baume,70476.125
Le Muy Gastinel,Aix-en-Provence TGV,126191.078
Corbigny,Champs - Saint-Bris,76934.969
Corbigny,Laroche - Migennes,104099.18
Corbigny,Joigny,113514.609
Corbigny,Sens,146401.922
Corbigny,Paris Bercy Bourg. Pays d'Auv.,259052.688
Corbigny,Paris Gare de Lyon Hall 1 - 2,259755.484
Clamecy,Champs - Saint-Bris,44714.188
Clamecy,Laroche - Migennes,71878.398
Clamecy,Joigny,81293.828
Clamecy,Sens,114181.094
Clamecy,Paris Bercy Bourg. Pays d'Auv.,226832.016
Clamecy,Paris Gare de Lyon Hall 1 - 2,227534.813
Avallon,Cravant - Bazarnes,37301.543
Avallon,Laroche - Migennes,73859.461
Avallon,Joigny,83274.891
Avallon,Sens,116162.148
Avallon,Paris Gare de Lyon Hall 1 - 2,231060.547
Avallon,Saint-Julien-du-Sault,94109.695
Avallon,Villeneuve-sur-Yonne,101798.828
Avallon,Étigny - Véron,108663.086
Avallon,Pont-sur-Yonne,127487.805
Avallon,Champigny,134773.203
Avallon,Villeneuve-la-Guyard,139594.703
Avallon,Montereau,151588.859
Avallon,Paris Bercy Bourg. Pays d'Auv.,230233.406
Paris Bercy Bourg. Pays d'Auv.,Montereau,80324.305
Paris Bercy Bourg. Pays d'Auv.,Vincelles,188076.281
Paris Bercy Bourg. Pays d'Auv.,Cravant - Bazarnes,193196.484
Paris Bercy Bourg. Pays d'Auv.,Vermenton,199176.609
Paris Bercy Bourg. Pays d'Auv.,Arcy-sur-Cure,206632.25
Paris Bercy Bourg. Pays d'Auv.,Sermizelles - Vézelay,216031.484
Paris Bercy Bourg. Pays d'Auv.,Avallon,230498.188
Paris Gare de Lyon Hall 1 - 2,Vincelles,188305.375
Paris Gare de Lyon Hall 1 - 2,Cravant - Bazarnes,193425.578
Paris Gare de Lyon Hall 1 - 2,Vermenton,199405.703
Paris Gare de Lyon Hall 1 - 2,Arcy-sur-Cure,206861.344
Paris Gare de Lyon Hall 1 - 2,Sermizelles - Vézelay,216260.578
Paris Gare de Lyon Hall 1 - 2,Avallon,230727.281
Paris Bercy Bourg. Pays d'Auv.,Champs - Saint-Bris,183802.813
Paris Bercy Bourg. Pays d'Auv.,Mailly-la-Ville,202204.391
Paris Bercy Bourg. Pays d'Auv.,Châtel-Censoir,212138.203
Paris Bercy Bourg. Pays d'Auv.,Coulanges-sur-Yonne,220022.203
Paris Bercy Bourg. Pays d'Auv.,Clamecy,228516.875
Paris Gare de Lyon Hall 1 - 2,Champs - Saint-Bris,184031.906
Paris Gare de Lyon Hall 1 - 2,Mailly-la-Ville,202433.484
Paris Gare de Lyon Hall 1 - 2,Châtel-Censoir,212367.297
Paris Gare de Lyon Hall 1 - 2,Coulanges-sur-Yonne,220251.297
Paris Gare de Lyon Hall 1 - 2,Clamecy,228745.969
Paris Gare de Lyon Hall 1 - 2,Flez-Cuzy - Tannay,246680.234
Paris Gare de Lyon Hall 1 - 2,Corbigny,260966.719
Paris Bercy Bourg. Pays d'Auv.,Flez-Cuzy - Tannay,246451.141
Paris Bercy Bourg. Pays d'Auv.,Corbigny,260737.625
Clamecy,Saint-Julien-du-Sault,92128.633
Clamecy,Villeneuve-sur-Yonne,99817.766
Clamecy,Étigny - Véron,106682.023
Clamecy,Pont-sur-Yonne,125506.742
Clamecy,Champigny,132792.141
Clamecy,Villeneuve-la-Guyard,137613.641
Auxerre Saint-Gervais,Saint-Julien-du-Sault,39650.887
Auxerre Saint-Gervais,Villeneuve-sur-Yonne,47339.973
Auxerre Saint-Gervais,Étigny - Véron,54204.242
Auxerre Saint-Gervais,Pont-sur-Yonne,73028.953
Auxerre Saint-Gervais,Champigny,80314.352
Auxerre Saint-Gervais,Villeneuve-la-Guyard,85135.859
Dijon,Monéteau - Gurgy,173933.297
Dijon,Auxerre Saint-Gervais,179929.031
Dijon,Velars,8748.18
Dijon,Lantenay,14684.074
Dijon,Mâlain,18854.723
Dijon,Blaisy-Bas,26339.166
Dijon,Verrey,35781.961
Dijon,Thenissey,43064.547
Auxerre Saint-Gervais,Saint-Florentin - Vergigny,38097.363
Auxerre Saint-Gervais,Tonnerre,61986.203
Auxerre Saint-Gervais,Nuits sous Ravières,90539.031
Auxerre Saint-Gervais,Montbard,108693.938
Auxerre Saint-Gervais,Les Laumes - Alésia,122537.859
Auxerre Saint-Gervais,Dijon,179877.875
Auxerre Saint-Gervais,Thenissey,136814.531
Auxerre Saint-Gervais,Verrey,144097.547
Auxerre Saint-Gervais,Blaisy-Bas,153539.391
Auxerre Saint-Gervais,Mâlain,161024.422
Auxerre Saint-Gervais,Lantenay,165195.063
Auxerre Saint-Gervais,Velars,171130.938
Chalon-sur-Saône,Beaune,31018.613
Chalon-sur-Saône,Nuits-Saint-Georges,45572.285
Chalon-sur-Saône,Gevrey-Chambertin,56872.238
Chalon-sur-Saône,Dijon,68094.133
Dijon,Rully,55270.172
Dijon,Fontaines - Mercurey,58680.293
Chalon-sur-Saône,Meursault,23799.596
Chalon-sur-Saône,Corgoloin,39605.906
Chalon-sur-Saône,Vougeot - Gilly-lès-Cîteaux,50725.922
Chalon-sur-Saône,Fontaines - Mercurey,9427.461
Chalon-sur-Saône,Rully,12838.23
Dijon,Sennecey-le-Grand,84423.031
Dijon,Fleurville - Pont-de-Vaux,108151.313
Dijon,Senozan,115018.477
Peyruis Péage,Sisteron,23349.113
Peyruis Péage,Sisteron Halte Routière,24123.049
Peyruis Péage,Gap,74938.617
Peyruis Péage,Gap Gare Routière,75400.055
Mâcon,Meursault,81375.242
Mâcon,Corgoloin,97181.57
Mâcon,Nuits-Saint-Georges,103147.93
Mâcon,Vougeot - Gilly-lès-Cîteaux,108301.57
Mâcon,Gevrey-Chambertin,114447.883
Les Laumes - Alésia,Thenissey,14276.665
Les Laumes - Alésia,Verrey,21559.676
Les Laumes - Alésia,Blaisy-Bas,31001.563
Les Laumes - Alésia,Mâlain,38486.563
Les Laumes - Alésia,Lantenay,42657.203
Les Laumes - Alésia,Velars,48593.098
Les Laumes - Alésia,Dijon,57341.293
Les Laumes - Alésia,Dijon Porte Neuve,65116.734
Les Laumes - Alésia,Ruffey,71009.93
Les Laumes - Alésia,Bretigny - Norges,74095.852
Les Laumes - Alésia,Saint-Julien - Clénay,76457.734
Les Laumes - Alésia,Gemeaux,85202.25
Les Laumes - Alésia,Is-sur-Tille,90017.414
Seurre,Pagny,6810.025
Seurre,Chaugey,13092.232
Seurre,Saint-Jean-de-Losne,14732.923
Seurre,Brazey-en-Plaine,19012.539
Seurre,Aiserey,24982.176
Seurre,Longecourt,28105.949
Seurre,Saulon,32191.453
Seurre,Ouges,36451.637
Seurre,Dijon,45611.465
Bourg-en-Bresse,Saint-Amour,29656.92
Bourg-en-Bresse,Pagny,103479.938
Bourg-en-Bresse,Chaugey,109762.133
Bourg-en-Bresse,Saint-Jean-de-Losne,111402.828
Bourg-en-Bresse,Brazey-en-Plaine,115682.453
Bourg-en-Bresse,Aiserey,121652.102
Bourg-en-Bresse,Longecourt,124775.875
Bourg-en-Bresse,Saulon,128861.375
Bourg-en-Bresse,Ouges,133121.563
Bourg-en-Bresse,Dijon,142281.328
Dijon,Ouges,9154.088
Dijon,Saulon,13430.891
Dijon,Aiserey,20640.047
Dijon,Brazey-en-Plaine,26609.402
Dijon,Saint-Jean-de-Losne,30889.123
Dijon,Pagny,38816.039
Dijon,Seurre,45624.707
Dijon,Mervans,68141.305
Dijon,Louhans,87674.898
Dijon,Saint-Amour,112638.211
Dijon,Bourg-en-Bresse,142296.625
Dijon,Longecourt,17516.635
Dijon,Chaugey,32531.035
Is-sur-Tille,Velars,41428.141
Is-sur-Tille,Lantenay,47364.035
Is-sur-Tille,Mâlain,51534.676
Is-sur-Tille,Blaisy-Bas,59019.121
Is-sur-Tille,Verrey,68461.914
Is-sur-Tille,Thenissey,75744.484
Is-sur-Tille,Les Laumes - Alésia,90044.711
Laroche - Migennes,Vincelles,31441.639
Laroche - Migennes,Cravant - Bazarnes,36561.891
Laroche - Migennes,Vermenton,42541.941
Laroche - Migennes,Arcy-sur-Cure,49997.488
Laroche - Migennes,Sermizelles - Vézelay,59396.703
Laroche - Migennes,Avallon,73863.375
Laroche - Migennes,Champs - Saint-Bris,27168.18
Laroche - Migennes,Mailly-la-Ville,45569.941
Laroche - Migennes,Châtel-Censoir,55503.762
Laroche - Migennes,Coulanges-sur-Yonne,63387.73
Laroche - Migennes,Clamecy,71882.383
Laroche - Migennes,Flez-Cuzy - Tannay,89816.688
Laroche - Migennes,Corbigny,104103.164
Avallon,Monéteau - Gurgy,60454.555
Montchanin,Le Creusot,7511.199
Montchanin,Étang-sur-Arroux,28461.51
Montchanin,Luzy,50757.668
Montchanin,Cercy-la-Tour,80756.898
Montchanin,Decize,95200.758
Montchanin,Imphy,118057.969
Montchanin,Nevers,133148.0
Dijon,Le Creusot,87681.469
Dijon,Étang-sur-Arroux,108631.781
Dijon,Luzy,130927.914
Dijon,Cercy-la-Tour,160927.266
Dijon,Decize,175371.109
Dijon,Imphy,198228.328
Dijon,Nevers,213318.406
Montchanin,Marmagne sous Creusot,13789.4
Montchanin,Saint-Symphorien-de-Marmagne,15894.604
Montchanin,Broye,19659.215
Montchanin,Mesvres,23744.299
Étang-sur-Arroux,Mesvres,4717.485
Étang-sur-Arroux,Broye,8810.729
Étang-sur-Arroux,Saint-Symphorien-de-Marmagne,12567.835
Étang-sur-Arroux,Marmagne sous Creusot,14673.249
Étang-sur-Arroux,Le Creusot,20953.225
Étang-sur-Arroux,Montchanin,28462.018
Nevers,Étang-sur-Arroux,104685.18
Nevers,Le Creusot,125638.398
Nevers,Montchanin,133147.156
Nevers,Chagny,162325.891
Nevers,Meursault,170971.875
Nevers,Beaune,175914.734
Nevers,Corgoloin,186778.203
Nevers,Nuits-Saint-Georges,192744.578
Nevers,Vougeot - Gilly-lès-Cîteaux,197898.219
Nevers,Gevrey-Chambertin,204044.531
Nevers,Dijon,212990.266
Étang-sur-Arroux,Beaune,71229.797
Étang-sur-Arroux,Dijon,108305.305
Étang-sur-Arroux,Luzy,22296.139
Étang-sur-Arroux,Cercy-la-Tour,52295.395
Étang-sur-Arroux,Decize,66739.266
Étang-sur-Arroux,Béard,80123.883
Étang-sur-Arroux,Imphy,89596.477
Étang-sur-Arroux,Nevers le Banlay,101155.969
Étang-sur-Arroux,Les Perrières,102476.805
Étang-sur-Arroux,Nevers,104686.508
Decize,Imphy,22857.217
Decize,Nevers,37947.285
Decize,Béard,13384.577
Decize,Nevers le Banlay,34416.742
Decize,Les Perrières,35737.582
Nevers,Les Perrières,2214.68
Nevers,Nevers le Banlay,3539.593
Moulins sur Allier,Villeneuve-sur-Allier,13559.595
Decize,Saincaize,48794.566
Decize,Saint-Pierre-le-Moûtier,65946.109
Decize,Chantenay-Saint-Imbert,75066.719
Decize,Villeneuve-sur-Allier,84680.719
Decize,Moulins sur Allier,98245.656
Cosne-sur-Loire,Tracy Sancerre,9592.144
Cosne-sur-Loire,Pouilly-sur-Loire,19114.527
Cosne-sur-Loire,Mesves - Bulcy,24805.91
Cosne-sur-Loire,La Charité-sur-Loire,31895.52
Cosne-sur-Loire,La Marche,36677.16
Cosne-sur-Loire,Tronsanges,39938.012
Cosne-sur-Loire,Pougues-les-Eaux,45064.238
Cosne-sur-Loire,Garchizy,48785.922
Cosne-sur-Loire,Fourchambault,51599.965
Cosne-sur-Loire,Vauzelles,55853.383
Cosne-sur-Loire,Nevers,58004.309
Cosne-sur-Loire,Les Perrières,60218.973
Cosne-sur-Loire,Nevers le Banlay,61543.887
Nevers le Banlay,Les Perrières,1320.835
Nevers le Banlay,Nevers,3530.542
Nevers le Banlay,Vauzelles,5677.882
Nevers le Banlay,Fourchambault,9935.748
Nevers le Banlay,Pougues-les-Eaux,16470.818
Nevers le Banlay,Tronsanges,21593.738
Nevers le Banlay,La Charité-sur-Loire,29639.398
Nevers le Banlay,Mesves - Bulcy,36727.219
Nevers le Banlay,Pouilly-sur-Loire,42415.086
Nevers le Banlay,Tracy Sancerre,51942.234
Nevers le Banlay,Cosne-sur-Loire,61533.742
Decize,Vauzelles,40094.621
Decize,Fourchambault,44352.488
Decize,Pougues-les-Eaux,50887.559
Decize,Tronsanges,56010.488
Decize,La Charité-sur-Loire,64056.152
Decize,Mesves - Bulcy,71143.969
Decize,Pouilly-sur-Loire,76831.82
Decize,Tracy Sancerre,86358.992
Decize,Cosne-sur-Loire,95950.5
Paray-le-Monial,Lyon Part Dieu,124051.672
Paray-le-Monial,Saint-Pierre-le-Moûtier,99197.164
Paray-le-Monial,Saincaize,116349.594
Paray-le-Monial,Nevers,127240.977
Lyon Perrache,Saint-Pierre-le-Moûtier,228340.828
Lyon Perrache,Saincaize,245493.203
Nevers,Chamelet,201744.094
Nevers,Chessy,216744.344
Nevers,Châtillon d'Azergues,218873.438
Nevers,Lyon Vaise,250092.016
Belfort-Ville,Héricourt,9959.724
Belfort-Ville,Montbéliard,17692.75
Belfort-Ville,L'Isle-sur-le-Doubs,38305.668
Belfort-Ville,Clerval,48157.973
Belfort-Ville,Baume-les-Dames,63751.445
Belfort-Ville,Laissey,76385.977
Belfort-Ville,Besançon Viotte,95871.539
Belfort-Ville,Voujeaucourt,22419.123
Belfort-Ville,Colombier-Fontaine,29472.344
Belfort-Ville,Deluz,79942.961
Belfort-Ville,Novillars,85200.766
Belfort-Ville,Roche-lez-Beaupré,87083.633
Besançon Viotte,Roche-lez-Beaupré,8788.977
Besançon Viotte,Novillars,10670.813
Besançon Viotte,Deluz,15928.2
Besançon Viotte,Laissey,19485.668
Besançon Viotte,Baume-les-Dames,32121.66
Besançon Viotte,Clerval,47710.254
Besançon Viotte,L'Isle-sur-le-Doubs,57563.531
Besançon Viotte,Colombier-Fontaine,66395.672
Besançon Viotte,Voujeaucourt,73449.125
Besançon Viotte,Montbéliard,78170.906
Besançon Viotte,Héricourt,85905.633
Besançon Viotte,Belfort-Ville,96597.063
Besançon Viotte,Saint-Vit,17802.717
Besançon Viotte,Dole,45253.531
Besançon Viotte,Auxonne,59739.527
Besançon Viotte,Genlis,73008.844
Besançon Viotte,Dijon,91651.625
Dijon,Genlis,18640.969
Dijon,Auxonne,31909.635
Dijon,Dole,46384.688
Dijon,Saint-Vit,73833.68
Dijon,Besançon Viotte,91637.383
Besançon Viotte,Dannemarie - Velesmes,12394.516
Dijon,Dannemarie - Velesmes,79238.602
Besançon Viotte,Ranchot,25096.658
Besançon Viotte,Orchamps,30104.367
Besançon Viotte,Collonges,68897.758
Dijon,Collonges,22749.898
Dijon,Orchamps,61534.246
Dijon,Ranchot,66542.867
Belfort-Ville,Trois Chênes,1755.789
Belfort-Ville,Bas Évette,6787.307
Belfort-Ville,Champagney,15362.004
Belfort-Ville,Ronchamp,21484.199
Vesoul,Lure,30003.219
Vesoul,Ronchamp,40161.711
Vesoul,Champagney,46255.867
Vesoul,Bas Évette,54861.16
Vesoul,Trois Chênes,59896.531
Vesoul,Belfort-Ville,61652.004
Ecole-Valentin,Besançon Viotte,4193.823
Besançon Viotte,Ecole-Valentin,4193.864
Besançon Viotte,Besançon Franche-Comté TGV,12570.454
Besançon Franche-Comté TGV,Ecole-Valentin,8373.483
Besançon Franche-Comté TGV,Besançon Viotte,12568.855
Belfort-Ville,Luxeuil-les-Bains,49986.277
Belfort-Ville,Aillevillers,64100.305
Belfort-Ville,Bains-les-Bains,78189.992
Belfort-Ville,Xertigny,88863.32
Belfort-Ville,Épinal,107440.609
Épinal,Xertigny,18578.48
Épinal,Bains-les-Bains,29254.566
Épinal,Aillevillers,43340.242
Épinal,Luxeuil-les-Bains,57455.43
Épinal,Lure,75798.836
Épinal,Ronchamp,85957.297
Épinal,Champagney,92051.422
Épinal,Bas Évette,100656.727
Épinal,Trois Chênes,105692.094
Épinal,Belfort-Ville,107447.563
Montbéliard,Héricourt,7734.711
Montbéliard,Belfort-Ville,18426.176
Delle,Joncherey,2507.936
Delle,Grandvillars,4683.475
Delle,Morvillars,8110.105
Delle,Méroux,14441.703
Delle,Danjoutin,19654.514
Delle,Belfort-Ville,21705.873
Belfort-Ville,Danjoutin,2595.721
Belfort-Ville,Méroux,7808.527
Belfort-Ville,Morvillars,14140.124
Belfort-Ville,Grandvillars,17566.758
Belfort-Ville,Joncherey,19742.293
Belfort-Ville,Delle,22250.23
Die,Pontaix,9498.737
Die,Vercheny,14699.815
Die,Blacons,30585.268
Die,Aouste-sur-Sye,33528.992
Die,Allex,46640.73
Die,Montoison,51731.563
Die,Étoile,60325.555
Die,Beauvallon,64463.578
Méroux,Danjoutin,5212.805
Méroux,Belfort-Ville,7264.167
Crest,Aouste-sur-Sye,3785.113
Crest,Blacons,6742.501
Crest,Saillans-Pont-Algoud,16251.098
Crest,Vercheny,22708.178
Crest,Pontaix,27868.895
Crest,Die,37367.676
Crest,Saillans,16276.417
Le Valdahon,Le Valdahon Camp Militaire,2182.523
Le Valdahon,Étalans,5629.463
Le Valdahon,L'Hôpital-du-Grosbois,10354.274
Le Valdahon,Mamirolle,16913.387
Le Valdahon,Saône,21872.363
Le Valdahon,Morre,25066.299
Le Valdahon,Besançon Mouillère,29104.113
Le Valdahon,Besançon Viotte,32113.846
Morteau,Gilley,11678.791
Morteau,Le Valdahon Camp Militaire,36161.473
Morteau,Étalans,39608.398
Valence Gare Routière,Beauvallon,8936.996
Valence Gare Routière,Étoile,13105.279
Valence Gare Routière,Montoison,22119.66
Valence Gare Routière,Allex,27266.67
Valence Gare Routière,Aouste-sur-Sye,40450.902
Valence Gare Routière,Blacons,43408.293
Valence Gare Routière,Saillans-Pont-Algoud,52916.875
Valence Gare Routière,Vercheny,59373.969
Valence Gare Routière,Pontaix,64534.676
Dole,Montbarrey,14363.824
Dole,Arc-et-Senans,25327.25
Dole,Andelot,55923.137
Dole,Champagnole,71007.008
Dole,Champagnole Paul-Émile Victor,72100.055
Dole,La Chaux-des-Crotenay,83297.273
Dole,La Chaumusse - Fort-du-Plasne,89793.703
Dole,Saint-Laurent-en-Grandvaux,93562.789
Dole,Morbier,101298.398
Dole,Morez,106234.422
Dole,Saint-Claude,131077.578
Saint-Claude,Besançon Viotte,139495.25
Champagnole,Champagnole Paul-Émile Victor,1089.825
Besançon Viotte,Arc-et-Senans,34429.547
Besançon Viotte,Mouchard,40817.145
Besançon Viotte,Andelot,66341.727
Besançon Viotte,Champagnole,80112.102
Besançon Viotte,Champagnole Paul-Émile Victor,81201.938
Besançon Viotte,La Chaux-des-Crotenay,92399.156
Besançon Viotte,La Chaumusse - Fort-du-Plasne,98895.586
Besançon Viotte,Saint-Laurent-en-Grandvaux,102664.672
Besançon Viotte,Morbier,110400.281
Besançon Viotte,Morez,115336.305
Besançon Viotte,Saint-Claude,140179.703
Saint-Claude,Franois,132583.891
Crest,Montoison,14498.919
Crest,Étoile,23092.92
Crest,Beauvallon,27230.932
Crest,Valence Gare Routière,36074.797
Crest,Allex,9408.062
Pontarlier,Andelot,37052.898
Pontarlier,Mouchard,61225.77
Pontarlier,Arc-et-Senans,67655.047
Pontarlier,Montbarrey,78616.148
Pontarlier,Dole,92980.219
Pontarlier,Dijon,139378.266
Andelot,Mouchard,24172.869
Andelot,Arc-et-Senans,30602.168
Andelot,Montbarrey,41563.27
Andelot,Dole,55927.32
Dole,Frasne,76603.195
Dole,La Rivière,81162.078
Dole,Sainte-Colombe,85588.617
Dole,Pontarlier,92966.586
Dijon,Montbarrey,60748.359
Dijon,Arc-et-Senans,71712.164
Dijon,Mouchard,78138.563
Dijon,Andelot,102308.047
Dijon,Frasne,122988.094
Dijon,La Rivière,127546.977
Dijon,Sainte-Colombe,131973.516
Dijon,Pontarlier,139351.516
Besançon Viotte,Arbois,49699.785
Besançon Viotte,Poligny,61684.145
Besançon Viotte,Lons-le-Saunier,90304.672
Besançon Viotte,Cousance,111895.719
Besançon Viotte,Saint-Amour,124529.453
Besançon Viotte,Bourg-en-Bresse,154189.391
Besançon Viotte,Ambérieu-en-Bugey,185517.797
Besançon Viotte,Lyon Part Dieu,231913.469
Bourg-en-Bresse,Lons-le-Saunier,63880.605
Bourg-en-Bresse,Poligny,92500.359
Bourg-en-Bresse,Arbois,104481.055
Bourg-en-Bresse,Mouchard,113355.086
Bourg-en-Bresse,Arc-et-Senans,119743.008
Bourg-en-Bresse,Besançon Viotte,154178.906
Bourg-en-Bresse,Baume-les-Dames,186468.75
Bourg-en-Bresse,Clerval,202057.375
Bourg-en-Bresse,L'Isle-sur-le-Doubs,211910.609
Bourg-en-Bresse,Montbéliard,232518.078
Bourg-en-Bresse,Héricourt,240252.781
Bourg-en-Bresse,Belfort-Ville,250944.219
Lyon Perrache,Ambérieu-en-Bugey,51496.609
Lyon Perrache,Saint-Amour,112476.945
Lyon Perrache,Cousance,125110.039
Lyon Perrache,Lons-le-Saunier,146700.734
Lyon Perrache,Poligny,175320.484
Lyon Perrache,Arbois,187301.203
Lyon Perrache,Mouchard,196175.234
Lyon Perrache,Arc-et-Senans,202563.203
Lyon Perrache,Besançon Viotte,236999.109
Lyon Perrache,Baume-les-Dames,269289.031
Lyon Perrache,Clerval,284877.406
Lyon Perrache,L'Isle-sur-le-Doubs,294730.563
Lyon Perrache,Montbéliard,315337.75
Lyon Perrache,Héricourt,323072.219
Lyon Perrache,Belfort-Ville,333763.688
Bourg-en-Bresse,Cousance,42289.996
Bourg-en-Bresse,Domblans - Voiteur,77085.602
Belfort-Ville,Arc-et-Senans,130301.0
Belfort-Ville,Mouchard,136688.594
Belfort-Ville,Arbois,145571.234
Belfort-Ville,Poligny,157555.563
Belfort-Ville,Lons-le-Saunier,186176.094
Belfort-Ville,Cousance,207770.141
Belfort-Ville,Saint-Amour,220403.672
Belfort-Ville,Bourg-en-Bresse,250063.703
Belfort-Ville,Lyon Part Dieu,327789.281
Besançon Viotte,Lyon Perrache,237022.75
Belfort-Ville,Ambérieu-en-Bugey,281392.219
Belfort-Ville,Lyon Perrache,332898.844
Belfort-Ville,Franois,102783.68
Lons-le-Saunier,Cousance,21593.938
Lons-le-Saunier,Saint-Amour,34227.512
Lons-le-Saunier,Bourg-en-Bresse,63887.539
Lons-le-Saunier,Meximieux - Pérouges,108147.773
Lons-le-Saunier,Lyon Part Dieu,141613.109
Lons-le-Saunier,Lyon Perrache,146722.281
Lyon Part Dieu,Saint-Amour,89832.07
Lyon Part Dieu,Cousance,102465.68
Lyon Part Dieu,Lons-le-Saunier,124056.727
Lyon Part Dieu,Poligny,152677.203
Lyon Part Dieu,Arbois,164661.531
Lyon Part Dieu,Mouchard,173539.953
Lyon Part Dieu,Arc-et-Senans,179927.922
Lyon Part Dieu,Besançon Viotte,214363.828
Lyon Part Dieu,Baume-les-Dames,246653.672
Lyon Part Dieu,Clerval,262242.313
Lyon Part Dieu,L'Isle-sur-le-Doubs,272095.594
